,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
76,0.303,0.09,103.553,0.0308,0.776,0.948,0.595,187868,-14.886,0.0999,6jdhWs6kZzJqNkyWyo4sQE,Energetic
77,0.308,0.109,108.124,0.0414,0.908,0.943,0.474,202000,-13.641,0.0361,6Jk2v09KNcSRHr2qj1vi9c,Energetic
78,0.422,0.099,100.023,0.109,0.891,0.696,0.602,274668,-14.759,0.0459,6wjKfPVUkSvZHbt9iN7fug,Energetic
79,0.454,0.344,90.034,0.0435,0.13,0.235,0.631,244243,-13.646,0.0457,3tI6zVTC0gBjOi6FvUN4we,Energetic
80,0.831,0.0695,142.034,0.0694,0.254,0.507,0.802,195216,-4.682,0.455,5U0Yohzawdf3RERzPSHmzZ,Energetic
81,0.519,0.125,100.01,0.0661,0.000191,0.885,0.326,254320,-7.663,0.152,5USUB23qB8ryBfC8SCsxHY,Energetic
82,0.576,0.0811,115.227,0.0485,0.000202,0.894,0.239,143913,-11.434,0.0396,405OiJ7G9xZ8oZPaiJtElJ,Energetic
83,0.62,0.118,104.95,0.0698,0.168,0.000989,0.733,226857,-8.556,0.122,5ffwgrvw4tVlhFcI8efviN,Energetic
84,0.677,0.408,85.041,0.0631,0.183,0.0,0.643,183791,-4.809,0.141,6SceBvztmq2rM97M6RQS3l,Energetic
85,0.59,0.103,111.993,0.0458,0.364,0.769,0.726,216428,-8.367,0.355,5vnNLhEi7qpC2sXWvSQGOg,Energetic
86,0.483,0.134,96.029,0.0359,0.000196,0.557,0.694,220000,-7.157,0.132,2sKTYRCgUHXmIhI2hoBuZE,Energetic
87,0.724,0.133,122.993,0.0428,0.0889,0.82,0.718,268451,-6.679,0.334,5q4dvuNkkunUT9gcfqkE05,Energetic
88,0.702,0.074,121.039,0.0444,0.0136,0.924,0.712,359227,-7.129,0.655,3xbonQCBlfpOis6FTdfYfT,Energetic
89,0.281,0.11,159.794,0.161,0.17,0.000267,0.522,240750,-11.425,0.191,6TNRjp1NSJTbehg6GtaAvJ,Energetic
90,0.628,0.193,125.043,0.0752,0.0358,0.00898,0.612,228155,-6.754,0.434,1pqOdQkmYdM7AUM1q3L1mN,Energetic
91,0.713,0.633,150.066,0.0584,0.245,0.659,0.726,193600,-8.425,0.488,3UFBzICFstCzMAy9SgLbJr,Energetic
92,0.603,0.156,75.058,0.0309,0.0026,0.0125,0.427,184000,-7.812,0.178,64LxDEEDDtQfb4bTadJsyX,Energetic
93,0.655,0.103,171.664,0.0769,0.302,0.0679,0.363,273904,-6.582,0.0581,6MSd4awjGA81m2HP863Ip3,Energetic
94,0.743,0.115,81.01,0.323,0.0829,0.0916,0.662,173667,-6.769,0.148,3SW9dZS4Oj3AEKNpdTi1VH,Energetic
95,0.5,0.0896,119.998,0.0321,0.0161,0.698,0.663,216131,-11.933,0.237,72Bjz56peBcn2Dz9Is4rkv,Energetic
96,0.614,0.0961,85.027,0.0411,0.213,2.1e-06,0.485,183893,-5.701,0.221,0aCsQvJk7VXZ6HCHfV5vtj,Energetic
97,0.691,0.0995,119.996,0.0343,0.454,0.75,0.592,341594,-9.03,0.234,3OhwaetItNaTXxn0mr9SkN,Energetic
98,0.802,0.18,92.984,0.0566,0.0184,0.902,0.704,201290,-6.666,0.198,2153LlVtgMJwSRdcLop21z,Energetic
99,0.857,0.0788,125.991,0.0638,0.225,0.706,0.843,203819,-4.238,0.186,4XEg8Ej8iOEpFaEqjaqe44,Energetic
0,0.12,0.0916,70.212,0.0334,0.756,0.888,0.287,85714,-23.17,0.0402,2MuaFOZj37wxfuE5owVhF9,Relaxing
1,0.146,0.0957,73.963,0.0373,0.893,0.725,0.248,94648,-21.551,0.0353,1GwaCX84BPG0GRoC0zIa9P,Relaxing
2,0.148,0.0961,143.578,0.0339,0.603,0.848,0.413,87500,-19.361,0.0574,04JXK1GuqYWZHaRPpdIiv9,Relaxing
3,0.0604,0.141,79.958,0.0324,0.973,0.494,0.515,72000,-23.755,0.175,1UuovFMJZO3lThwwVBafbN,Relaxing
4,0.00721,0.107,85.065,0.0361,0.978,0.894,0.507,97037,-26.424,0.039,5FiIDwTS9PJKMy2fcKp0k1,Relaxing
5,0.176,0.0739,70.262,0.0359,0.944,0.809,0.156,87887,-22.964,0.127,24Q3JyGSmQNM1XiXyZcshq,Relaxing
6,0.0415,0.112,67.435,0.0392,0.952,0.975,0.182,89143,-26.378,0.0376,67RoG8WRlEzSusTEDRcPdb,Relaxing
7,0.0359,0.123,70.31,0.0471,0.994,0.934,0.419,94737,-25.45,0.359,4EeSyjkNQyxVgps0FGu2LP,Relaxing
8,0.0157,0.08,139.937,0.0353,0.962,0.928,0.546,99429,-23.15,0.21,5KEm9mvIwaLf0mQ1M4AYLz,Relaxing
9,0.0796,0.072,70.316,0.0303,0.945,0.955,0.215,120000,-23.323,0.0394,63srq70JClmi80OC6X7J5g,Relaxing
10,0.0367,0.108,139.73,0.0398,0.701,0.823,0.166,85714,-26.202,0.135,4525Hx49ZxzUeeaKrlYlaS,Relaxing
11,0.0551,0.125,87.327,0.038,0.937,0.855,0.222,102857,-24.982,0.0377,23rqBG7JfLr8TUXuuCGhma,Relaxing
12,0.175,0.0982,142.857,0.0451,0.868,0.857,0.15,128451,-23.606,0.102,1ziqGVefdg2e0FmgCsZP0i,Relaxing
13,0.131,0.0968,76.095,0.0438,0.875,0.795,0.189,96000,-24.596,0.0368,7dDvxTzHJLfIgZriRfhOLB,Relaxing
14,0.18,0.116,62.392,0.0433,0.628,0.822,0.202,90435,-22.992,0.0307,0ujfGX9iCJZzqWlkKoFVdc,Relaxing
15,0.0524,0.0867,149.793,0.0335,0.958,0.762,0.262,89600,-24.711,0.037,03zDDHNSpm6ayF8zXbxwvz,Relaxing
16,0.197,0.0932,72.954,0.0477,0.561,0.983,0.226,105205,-23.16,0.0274,5LIWgEi2xDPGLNxtVocksn,Relaxing
17,0.00279,0.0994,73.189,0.039,0.991,0.936,0.344,85926,-30.108,0.393,0xlX5qEah0o5R4TIktSEOG,Relaxing
18,0.00128,0.11,70.752,0.0867,0.995,0.978,0.469,63333,-34.908,0.0,2M2TSXsNP1l1oW2CFXhgBu,Relaxing
19,0.0324,0.105,70.347,0.146,0.996,0.973,0.643,65143,-33.048,0.0,3uUh1YcGhUqkmRUzEqCOiC,Relaxing
20,0.00152,0.107,69.666,0.0641,0.996,0.973,0.573,69429,-37.672,0.898,4ybCihmUckfn3u8yOrRqLC,Relaxing
21,0.0345,0.114,69.922,0.0422,0.996,0.973,0.641,66857,-35.587,0.934,0mEfx07KcDFUKNrU16Bk5N,Relaxing
22,0.000871,0.118,71.323,0.193,0.995,0.969,0.535,66667,-36.857,0.0,2cQGtXBC1JrANk7o4rESD0,Relaxing
23,0.0318,0.0917,71.294,0.0381,0.949,0.877,0.2,121690,-26.218,0.0362,6nYg4DgEq6DlhpcWFNDyTl,Relaxing
24,0.0936,0.0936,73.925,0.0397,0.862,0.785,0.148,103333,-28.659,0.0361,2GgmYWk2zlMNnfyNY1hz23,Relaxing
25,0.205,0.0918,140.353,0.0308,0.879,0.932,0.357,116571,-22.167,0.0618,5UZzBvSXjY2o5aKcPCIYEU,Relaxing
26,0.106,0.105,71.725,0.0371,0.883,0.71,0.205,110000,-24.15,0.039,469IscYwMjAgAlR7Z5y0Vw,Relaxing
27,0.0782,0.0989,66.065,0.0384,0.968,0.963,0.231,99200,-26.117,0.031,7vYPrJgPqfGhsOfkL0okpf,Relaxing
28,0.129,0.0767,140.158,0.0338,0.99,0.934,0.411,102857,-21.368,0.205,26uvmHRLvY2VWgcH8I4lS2,Relaxing
29,0.0148,0.102,81.671,0.046,0.995,0.881,0.635,84304,-26.897,0.46,6DH7CWK3fKjCH33GkJvhoN,Relaxing
30,0.178,0.0668,73.234,0.0368,0.931,0.854,0.224,98630,-21.753,0.0392,5yIbgGtGi7d65Os51YvVVZ,Relaxing
31,0.114,0.0957,66.43,0.0441,0.981,0.97,0.127,115200,-26.26,0.0372,14PxQSLWQxUQvIFcP3uQas,Relaxing
32,0.106,0.0808,70.785,0.0444,0.969,0.963,0.191,99429,-27.305,0.0323,6KImaBgqBj8HdXBQVPEIup,Relaxing
33,0.119,0.0851,84.932,0.0503,0.905,0.941,0.175,96000,-22.492,0.0281,0x5bRvUlDk1rmzMorvUxYR,Relaxing
34,0.11,0.12,76.131,0.0479,0.909,0.894,0.155,94648,-24.356,0.0365,2S5YfHhXQX5uNxAmWTjIJ3,Relaxing
35,0.118,0.101,83.075,0.0364,0.962,0.959,0.203,89143,-25.76,0.0382,0NaUuX5de2UDdnMHuJHW03,Relaxing
36,0.0805,0.095,73.269,0.0421,0.957,0.97,0.193,91268,-25.656,0.05,7dmTVe7uWD4K6afhJt7Lfs,Relaxing
37,0.221,0.106,65.123,0.0344,0.0536,0.828,0.197,92571,-18.945,0.139,0eQcEQpGfRuDUo00SsCiK8,Relaxing
38,0.148,0.181,127.074,0.0537,0.843,0.926,0.17,96000,-22.296,0.103,4DNSeJqArKV7exjSCFU4es,Relaxing
39,0.121,0.0965,72.272,0.0452,0.954,0.953,0.176,114930,-24.366,0.0499,2Bwta0kTrDd4Gss0IoNzxh,Relaxing
40,0.183,0.169,87.834,0.0387,0.875,0.939,0.192,96000,-23.161,0.0323,4FSLfHDKnnmxfskTPOBH9T,Relaxing
41,0.13,0.0997,76.295,0.0366,0.766,0.905,0.217,99429,-24.219,0.037,0Wjppz48V1KnrxR80CXE7I,Relaxing
42,0.147,0.105,72.447,0.0488,0.731,0.925,0.134,96000,-22.907,0.0345,00VetaoC8TaqvyumxJIXmx,Relaxing
43,0.0779,0.107,143.487,0.0349,0.972,0.88,0.257,90000,-24.761,0.0398,4bjRIPq0xdpy76bKpUFpbM,Relaxing
44,0.0616,0.114,64.448,0.0394,0.568,0.835,0.204,120000,-25.006,0.0439,7ApTnDx5BI8N92PFna9OR0,Relaxing
45,0.22,0.0888,133.184,0.0434,0.817,0.598,0.175,89143,-24.472,0.0314,3hS0Kv9bh6bSjiA9vb5JTF,Relaxing
46,0.0624,0.0924,66.675,0.0333,0.241,0.827,0.204,96000,-22.01,0.0433,0QPZOS0GApHTXjPb7tfYD0,Relaxing
47,0.0694,0.108,142.344,0.0434,0.992,0.912,0.328,86667,-17.241,0.109,4fHrHHpb3hY6dkcRORxXwu,Relaxing
48,0.186,0.125,76.264,0.0337,0.887,0.898,0.149,94648,-25.13,0.0803,0C8rPEfM8lZA05al27k0Pq,Relaxing
49,0.215,0.112,67.083,0.0343,0.335,0.704,0.185,86956,-21.685,0.0357,45zotayJfPuVrGN6L7TmZh,Relaxing
50,0.0358,0.108,74.164,0.042,0.869,0.857,0.181,90811,-21.023,0.0646,3HvO0bTIyAMYyHbY1vD9aA,Relaxing
51,0.108,0.123,76.859,0.037,0.628,0.754,0.225,82286,-25.79,0.0399,3wBTiLb3ddU35dm2SNh4MW,Relaxing
52,0.041,0.07,70.038,0.0362,0.978,0.895,0.318,95143,-30.126,0.0415,4G0GaPSZViJnrXRpRFxxFh,Relaxing
53,0.0865,0.115,69.782,0.0379,0.895,0.575,0.21,88421,-25.304,0.0489,11x57xUo3O5NQV5MLGD6zw,Relaxing
54,0.127,0.0991,98.991,0.0376,0.956,0.771,0.233,91139,-21.851,0.0884,3v3EPJT1PIQQ3DICeBLpxH,Relaxing
55,0.139,0.0863,70.073,0.0313,0.826,0.867,0.329,96000,-23.53,0.0375,1GvBcoKn7J7swaqVPcowan,Relaxing
56,0.0477,0.108,73.003,0.0346,0.397,0.69,0.264,98630,-27.346,0.0659,4eW9R3LYXbSPWXrEnUPKdi,Relaxing
57,0.0467,0.115,80.01,0.0507,0.93,0.785,0.748,99000,-20.727,0.301,5KRryMDFDbpn9r8TjfT2MH,Relaxing
58,0.138,0.105,77.697,0.0431,0.821,0.967,0.0703,108169,-23.644,0.0365,0lgujOKZxSa241uY8kWp7Y,Relaxing
59,0.104,0.13,91.329,0.0392,0.766,0.95,0.202,114930,-24.698,0.0909,3UYbzEmEKYCix4Mo7OXKqh,Relaxing
60,0.0953,0.104,139.474,0.046,0.784,0.823,0.145,96000,-23.818,0.075,5TeHL0ZEbwCsyax3wQTcVC,Relaxing
61,0.135,0.0825,139.186,0.0363,0.881,0.96,0.215,89143,-23.64,0.0348,31NKBW5ZpOUqCewtOwgN5T,Relaxing
62,0.0682,0.0888,69.968,0.0346,0.957,0.7,0.356,113143,-25.079,0.037,6O5ehFKzr9z2m6FhpivQQj,Relaxing
63,0.168,0.151,71.795,0.0361,0.934,0.806,0.11,106286,-22.321,0.0391,44kSmjN9DIwTJoMBHHEnDM,Relaxing
64,0.189,0.11,140.161,0.0396,0.891,0.948,0.276,116571,-21.931,0.0538,4wISOt1Hp1lkj2dCkipWhy,Relaxing
65,0.206,0.111,69.645,0.0398,0.793,0.929,0.279,106286,-23.779,0.0392,7jHyMwv86JfAoBgALjZbwM,Relaxing
66,0.281,0.0954,64.456,0.0508,0.942,0.903,0.26,92800,-17.586,0.0366,4tP48zuROIWLULwtFmWOIu,Relaxing
67,0.125,0.1,70.059,0.0396,0.941,0.969,0.455,89143,-18.567,0.169,3n7E6nMZXWpWqQoQuJ33SH,Relaxing
68,0.156,0.106,79.857,0.0283,0.887,0.907,0.351,84000,-21.413,0.0397,05hc5PiLZ77HU7Gz8TawgK,Relaxing
69,0.00746,0.121,75.499,0.0473,0.983,0.877,0.353,84444,-26.188,0.0916,19t5Le0ny4yXMDpvevhsrV,Relaxing
70,0.166,0.108,141.003,0.0406,0.954,0.9,0.209,101408,-18.535,0.0904,5D6GS8BXf1BBEPtGQpdIsz,Relaxing
71,0.117,0.107,72.564,0.0343,0.847,0.909,0.155,93333,-19.878,0.0424,2NDFlDpAIDF5G8DYDZv5GV,Relaxing
72,0.116,0.103,71.553,0.0429,0.895,0.735,0.134,98028,-24.784,0.0336,0ZbXIvAR19BGZGc8zafdhl,Relaxing
73,0.192,0.109,48.013,0.0403,0.776,0.991,0.0954,96000,-21.27,0.0345,2zuk45iwW1IhxqpwU9FZjl,Relaxing
74,0.158,0.112,114.691,0.0341,0.926,0.932,0.171,90000,-24.269,0.051,2SMJJ2Mwll31SQZYZMza7h,Relaxing
75,0.0669,0.0629,64.645,0.0408,0.855,0.904,0.231,92055,-28.672,0.0423,23XlKw4XQXL4ZcYU3T2CHy,Relaxing
76,0.13,0.0862,175.74,0.0425,0.778,0.94,0.0927,96667,-27.874,0.0612,2tJcIuKcJyeqDZw983PIP0,Relaxing
77,0.0869,0.0984,62.819,0.0408,0.896,0.973,0.185,96667,-24.648,0.0373,4fnJE1cthnmrDzCcwiNjBV,Relaxing
78,0.175,0.103,91.119,0.0393,0.852,0.954,0.198,126575,-22.329,0.0474,37cfHEoArRTf7AxGpV9Oc2,Relaxing
79,0.108,0.11,71.252,0.0445,0.887,0.883,0.166,90000,-25.641,0.04,5aRaDpIXDKzkY6tOEPGV6b,Relaxing
80,0.239,0.0668,71.886,0.0495,0.959,0.994,0.286,116571,-21.11,0.0392,4qcuA5PtGFrXNBBJwQsgSI,Relaxing
81,0.199,0.131,73.606,0.0336,0.765,0.883,0.128,116757,-20.768,0.0453,2Altc136d7c4gZwdiUgk58,Relaxing
82,0.179,0.0892,128.165,0.0351,0.935,0.859,0.214,98028,-19.328,0.0392,2BRtJnsP6lHRouBThr1wUf,Relaxing
83,0.0717,0.0696,72.244,0.0429,0.975,0.948,0.195,93333,-26.142,0.0358,2Jdyt9OxI3CEA50ZwSpm22,Relaxing
84,0.129,0.115,145.451,0.0342,0.715,0.857,0.176,92055,-24.852,0.0352,6LRAb2JgRHOP6Zv0jptX4k,Relaxing
85,0.0341,0.109,71.671,0.0397,0.929,0.751,0.232,102400,-29.896,0.0345,4mnYHZDp7mraBoCVhp9fS8,Relaxing
86,0.0219,0.0875,139.833,0.0452,0.795,0.752,0.224,113143,-28.395,0.0549,3sOcwWj8Xr5Vpr7yLcyA06,Relaxing
87,0.107,0.0877,112.882,0.0414,0.216,0.677,0.252,97714,-27.718,0.0613,6eLNs7klsD1hwVw6DrTV7o,Relaxing
88,0.17,0.121,82.978,0.0408,0.702,0.81,0.176,99429,-25.314,0.0393,3b5iVZiWEDxJeROcScCYRF,Relaxing
89,0.0537,0.109,75.001,0.0382,0.74,0.736,0.12,88767,-30.992,0.0377,2bGhBaA2pJsKLOgwUQfhdH,Relaxing
90,0.0491,0.0952,110.337,0.0434,0.513,0.793,0.162,113143,-29.867,0.0393,2RVNMYXgfJCfxGSakTNUx2,Relaxing
91,0.0472,0.114,71.918,0.046,0.912,0.85,0.134,109714,-29.955,0.0723,1ka6WYQznjjKZkKYikONiM,Relaxing
92,0.105,0.116,106.983,0.0446,0.941,0.931,0.155,109714,-27.074,0.0387,2v6gDaHkHfojtLeK9Z9Zd6,Relaxing
93,0.131,0.0962,139.308,0.0377,0.667,0.767,0.195,96000,-25.896,0.039,2vl0jpEViZ3gkQMmiCVU34,Relaxing
94,0.066,0.0902,78.261,0.039,0.958,0.955,0.1,96000,-27.605,0.0346,5rAZ18w0BEU3XIkSvVesfQ,Relaxing
95,0.0419,0.0964,65.9,0.0366,0.892,0.926,0.264,96000,-24.491,0.105,1PkYyUW957EtXNL8h7O8h1,Relaxing
96,0.0854,0.104,72.322,0.04,0.845,0.869,0.152,96000,-26.351,0.0747,61OZSwAZFw1oBMGNBDDSxF,Relaxing
97,0.00119,0.112,69.275,0.518,0.996,0.973,0.624,68571,-37.794,0.0,0us61DzC86dpwdtNmM5voY,Relaxing
98,0.00489,0.106,69.818,0.089,0.996,0.973,0.65,75429,-35.817,0.648,7wrElpponSXCWj6DMSSJAL,Relaxing
99,0.0234,0.124,66.172,0.0524,0.993,0.929,0.547,94737,-26.511,0.57,06yt0JrpLQpsXDBRcn3e6Q,Relaxing
0,0.128,0.12,122.199,0.0376,0.961,0.85,0.523,129493,-18.679,0.152,6s9HUUwQLIIwv3PaB28k5U,Relaxing
1,0.696,0.129,119.999,0.0329,0.851,0.901,0.505,635000,-8.214,0.43,278h48eyiWbXhrgb5VtclT,Relaxing
2,0.487,0.0795,129.55,0.0362,0.413,0.81,0.389,484960,-13.267,0.0676,2MdCE51hJOh9N5Hu0IZGbO,Relaxing
3,0.44,0.0966,129.182,0.0364,0.276,0.896,0.225,290339,-11.707,0.197,7wWNhI15N5wEjQC1d01BqT,Relaxing
4,0.251,0.37,114.198,0.0319,0.165,0.0288,0.536,421933,-11.393,0.329,71VA8RThkp9Kr0wbhQRza3,Relaxing
5,0.638,0.154,108.156,0.0295,0.434,0.954,0.492,325333,-9.095,0.357,058ylCuWsj0Q85LWviID7u,Relaxing
6,0.495,0.108,121.771,0.0271,0.194,0.808,0.594,333759,-11.3,0.33,3aSSM5v4X0i0R7P781cjbk,Relaxing
7,0.338,0.245,121.808,0.0305,0.0409,0.919,0.417,299630,-16.702,0.45,5LBtU80gRMblLnpZDBKCBQ,Relaxing
8,0.424,0.379,122.734,0.0337,0.0535,0.881,0.352,548587,-12.952,0.206,1A2VqNdoncLYrSDxRxgxZZ,Relaxing
9,0.568,0.112,93.246,0.0341,0.555,0.378,0.244,455600,-8.112,0.306,0QCV5tCax1R7yNN6HQMQJx,Relaxing
10,0.721,0.112,118.093,0.0354,0.238,0.519,0.318,511693,-7.68,0.18,61VgWtpg1ZVJys1pPVpciS,Relaxing
11,0.359,0.123,63.192,0.0333,0.172,0.86,0.354,1078875,-7.689,0.0732,1Zc8dko3vYapJnJ6nBH7tt,Relaxing
12,0.426,0.0718,62.451,0.0269,0.307,0.831,0.356,1216922,-11.197,0.409,6oLrv7D89lTEofMck6juDv,Relaxing
13,0.334,0.118,103.017,0.0376,0.00356,0.81,0.564,158893,-10.312,0.0391,7BSZgh9qmNyIqbkGHQzuTy,Relaxing
14,0.478,0.28,124.796,0.0284,0.717,0.713,0.493,560840,-8.133,0.101,5huCa8exUevRP4VW9yaFCy,Relaxing
15,0.0825,0.125,107.664,0.137,0.00638,0.801,0.234,1248752,-9.302,0.0387,4mR0UW4OZAkBkkcOTw49Ix,Relaxing
16,0.408,0.101,76.02,0.0295,0.00533,0.836,0.657,222681,-8.401,0.357,3FfIPZl02Le17YtcgATXmA,Relaxing
17,0.001,0.0926,175.681,0.0319,0.0041,0.861,0.268,1443280,-8.151,0.692,4EGKtxP8frR9b3VlUUsgYj,Relaxing
18,0.521,0.112,144.294,0.0335,0.457,0.694,0.344,491227,-8.552,0.116,2IWZcXsFTM5E7Si9ZAnYuk,Relaxing
19,0.451,0.109,137.66,0.0635,0.841,0.929,0.69,199104,-11.872,0.877,1NL0JUs4xMzZwh5vrEJnPG,Relaxing
20,0.582,0.122,115.029,0.0278,0.229,0.848,0.614,308998,-7.676,0.36,0RfoeJLvPM3yGBs2jhMxkO,Relaxing
21,0.308,0.0948,135.963,0.0319,0.885,0.892,0.511,155313,-15.74,0.0798,2tWw3m1Hj1mCFoZKQmAwul,Relaxing
22,0.576,0.096,155.214,0.0349,0.0197,0.526,0.26,487639,-8.789,0.388,24nzNJqqphaHKU2CfwomRp,Relaxing
23,0.464,0.132,101.32,0.0288,0.00918,0.332,0.252,394893,-10.34,0.155,2fk2gnHDjUELw7czKF7oj6,Relaxing
24,0.238,0.138,118.183,0.0313,0.743,0.821,0.446,442480,-14.681,0.19,2TwqLvoeHpWipZn9weYv82,Relaxing
25,0.312,0.115,131.987,0.0291,0.23,0.828,0.464,393453,-13.511,0.0606,7iEocSBISqDeuKSMUdYehz,Relaxing
26,0.338,0.107,87.598,0.0539,0.793,0.872,0.379,465551,-20.472,0.249,74qWBQQvUg8UBZs47A5ju4,Relaxing
27,0.439,0.0727,149.929,0.0288,0.422,0.845,0.436,134707,-10.241,0.204,4jtD1uTTYq35r56erCd469,Relaxing
28,0.295,0.116,179.135,0.0587,0.0143,0.781,0.288,154288,-12.17,0.058,4XI9wQ7QCixGiT6WOwVATE,Relaxing
29,0.32,0.105,130.077,0.0596,0.955,0.941,0.734,202000,-12.276,0.0684,3WBzo0Tmxkfa0QxtVC9ak8,Relaxing
0,0.615,0.127,123.048,0.0898,0.189,1.2e-05,0.626,234147,-7.667,0.0795,2VP6E3tkWSbD2uHBioBDLp,Dark
1,0.577,0.334,154.975,0.0322,0.00164,0.00446,0.357,230310,-8.05,0.147,3TnGabS1ylWPNOTa2kJBDn,Dark
2,0.595,0.174,59.977,0.0332,0.176,9.11e-06,0.463,253513,-5.251,0.108,5XMYHUrX71sStmDNqJoyPZ,Dark
3,0.904,0.0433,94.481,0.0807,0.00302,0.0,0.562,158667,-4.947,0.651,3px2rAPu74ltbkf9eZsZ8h,Dark
4,0.661,0.076,142.889,0.0433,0.273,4.89e-05,0.509,211140,-4.334,0.421,0XVQTr58DZbLUcjacnTp8k,Dark
5,0.678,0.0761,134.037,0.0305,0.0281,0.0,0.565,229254,-6.776,0.284,7pFC5bvXuO0k1wrcQYlG06,Dark
6,0.551,0.0914,128.075,0.0335,0.482,0.0,0.383,260326,-6.542,0.108,6GRSgTmK2i61nsLOviQ8MJ,Dark
7,0.714,0.0683,86.926,0.0391,0.257,0.0,0.516,222414,-4.529,0.312,5UYYQuk6SjY3S892UuLXE3,Dark
8,0.486,0.0903,79.903,0.063,0.0273,0.000256,0.62,220173,-6.134,0.761,4MYl2TdloNHxQUkdQSgWcP,Dark
9,0.403,0.0662,77.032,0.0569,0.436,0.0,0.59,210274,-10.806,0.321,0ZPMI8Gnz7p6omBBIOwiO9,Dark
10,0.396,0.105,90.024,0.0286,0.0841,3.58e-05,0.732,195920,-9.348,0.548,6i0V12jOa3mr6uu4WYhUBr,Dark
11,0.786,0.65,169.021,0.317,0.255,0.0,0.502,243491,-4.378,0.739,4dASQiO1Eoo3RJvt74FtXB,Dark
12,0.562,0.209,72.945,0.03,0.175,9.17e-06,0.386,363114,-4.363,0.228,6hnhksrWAA4OYYpKRh8Oqb,Dark
13,0.789,0.214,97.52,0.0427,0.00532,0.0105,0.577,222707,-4.661,0.149,4TQcARE7Fd58akNhr3N7AE,Dark
14,0.922,0.363,132.059,0.0744,0.000247,0.388,0.617,212347,-3.474,0.6,1jq28NGw6wdtFKx8MBPy6C,Dark
15,0.957,0.0789,134.992,0.0741,0.0431,0.0,0.64,178013,-2.336,0.692,2UREu1Y8CO4jXkbvqAtP7g,Dark
16,0.652,0.108,173.008,0.0625,0.00768,6.42e-05,0.274,288036,-6.196,0.1,3Xfg7AegXaDLoD5GOUMf2e,Dark
17,0.633,0.0804,164.13,0.0682,0.00378,0.0,0.532,236907,-5.106,0.448,4iWYPj04kHXcZK0st5yzZf,Dark
18,0.872,0.318,176.025,0.0392,0.0117,0.0,0.361,172960,-4.312,0.578,7ckZ58Uo6I6nTrMs1SeimI,Dark
19,0.878,0.0771,104.026,0.0326,0.00229,0.000282,0.532,231667,-4.431,0.579,6jg3Om6ZBMKlylforWGPEC,Dark
20,0.823,0.375,129.969,0.0394,0.00187,0.0,0.59,170427,-4.606,0.571,4rBJhbvK48X8aoQbgOD71Y,Dark
21,0.819,0.0832,109.998,0.0485,0.00889,3.51e-06,0.731,222400,-5.978,0.789,50fBaxpXWE8Ul4yjo0Q5O2,Dark
22,0.439,0.122,92.017,0.065,0.135,0.0,0.742,172820,-8.598,0.826,2bfNnO1OpLCxaDR73phdMk,Dark
23,0.132,0.0617,118.758,0.0441,0.949,0.00878,0.46,175630,-17.582,0.33,2GHxtccGrufkQXi3QpQk9z,Dark
24,0.19,0.0536,132.037,0.033,0.944,0.000175,0.49,349135,-15.887,0.0777,7IjGLiUPXv5ZyPvxxnUgcM,Dark
25,0.858,0.102,176.042,0.0729,0.00359,0.0,0.393,228360,-2.868,0.56,04aAxqtGp5pv12UXAg4pkq,Dark
26,0.784,0.668,136.245,0.0627,0.106,0.000108,0.448,186813,-3.686,0.236,4G8gkOterJn0Ywt6uhqbhp,Dark
