,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
27,0.868,0.671,108.016,0.0699,0.00131,1.54e-06,0.616,189387,-3.606,0.475,3Te8uLyit6X3ncNW8Fp3K2,Dark
28,0.964,0.579,138.063,0.072,0.000539,1.57e-06,0.562,244960,-2.991,0.41,53AuxddsgPSlqM619nJhSd,Dark
29,0.964,0.579,138.063,0.072,0.000539,1.57e-06,0.562,244960,-2.991,0.41,53AuxddsgPSlqM619nJhSd,Dark
30,0.567,0.0933,90.246,0.0828,0.0584,0.0,0.617,217603,-4.188,0.505,0SuLAslEMFZAXf0SwY7syi,Dark
31,0.803,0.0861,97.967,0.186,0.102,4.15e-06,0.574,208125,-3.17,0.647,2FK1qmw8XNBqUe5CcgTVnE,Dark
32,0.652,0.0931,95.977,0.0802,0.581,0.0,0.825,233713,-3.183,0.931,7qiZfU4dY1lWllzX7mPBI3,Dark
33,0.834,0.14,135.007,0.0989,0.0232,1.14e-05,0.461,261154,-4.868,0.471,6PCUP3dWmTjcTtXY02oFdT,Dark
34,0.127,0.173,182.389,0.217,0.892,0.0,0.48,247839,-15.996,0.324,2WU4ET9r25IVZGQkWOM2UL,Dark
35,0.128,0.0858,123.498,0.0496,0.963,0.0,0.586,276067,-9.297,0.371,0zMzyHAeMvwq5CRstru1Fp,Dark
36,0.407,0.11,139.028,0.0267,0.309,0.000961,0.421,285120,-7.445,0.161,6lanRgr6wXibZr8KgzXxBl,Dark
37,0.348,0.12,74.541,0.0316,0.726,0.0,0.349,246587,-6.142,0.0886,0HZhYMZOcUzZKSFwPOti6m,Dark
38,0.755,0.103,145.319,0.0634,0.11,4.89e-06,0.463,261213,-7.244,0.252,5u0YB9bpmgEPS2bPhwfRFV,Dark
39,0.0485,0.108,137.97,0.038,0.947,0.0,0.41,173175,-13.918,0.247,6yIHGmQLJxWAUZ1ZkENemN,Dark
40,0.58,0.129,119.997,0.0399,0.223,0.0,0.731,199593,-7.328,0.319,2IO7yf562c1zLzpanal1DT,Dark
41,0.939,0.491,159.932,0.0593,0.0425,0.0,0.434,209493,-2.983,0.569,0nkzd3yNniB767zSDDdLZ3,Dark
42,0.943,0.242,94.612,0.0698,0.00721,2.06e-06,0.331,235893,-3.188,0.296,0COqiPhxzoWICwFCS4eZcp,Dark
43,0.724,0.186,127.888,0.0675,0.00876,0.0012,0.254,316813,-6.513,0.123,36ECEkodXYhLPyBHjZCEHh,Dark
44,0.941,0.802,139.68,0.0918,0.00194,0.0,0.402,219920,-3.175,0.176,5nxxe5YhgHKEAD9baPQbLd,Dark
45,0.941,0.802,139.68,0.0918,0.00194,0.0,0.402,219920,-3.175,0.176,5nxxe5YhgHKEAD9baPQbLd,Dark
46,0.467,0.0748,84.922,0.0633,0.406,0.00136,0.698,200896,-8.376,0.501,14fRrLJwF9Ca6n5SXMbs5M,Dark
47,0.713,0.0602,147.959,0.0776,0.0316,0.374,0.494,226427,-7.487,0.257,4vWeIrIQQrbThS11ogLTmu,Dark
48,0.83,0.114,170.094,0.14,0.0807,0.0,0.569,186635,-4.106,0.609,4bPQs0PHn4xbipzdPfn6du,Dark
49,0.602,0.356,134.049,0.0412,0.0529,0.0,0.664,235947,-5.369,0.289,7l94dyN2hX9c6wWcZQuOGJ,Dark
50,0.593,0.0955,69.857,0.0625,0.643,0.000109,0.138,307027,-9.562,0.181,0P4TBgExJNP8CeYzYpvGMt,Dark
51,0.13,0.0987,135.872,0.0357,0.842,0.00155,0.22,311667,-15.086,0.125,4oEL2E7VLBNTqJg8p6YSpn,Dark
52,0.272,0.11,165.87,0.0348,0.32,0.000759,0.137,284800,-10.347,0.16,2qZVVN9arDWwNVS8onFB7k,Dark
53,0.303,0.104,124.949,0.0351,0.862,0.00563,0.567,273000,-12.481,0.252,5zT5cMnMKoyruPj13TQXGx,Dark
54,0.277,0.0966,89.32,0.0323,0.698,0.0,0.389,247347,-10.757,0.125,4JuJZzGcswQszYiKJSnC6i,Dark
55,0.277,0.0966,89.32,0.0323,0.698,0.0,0.389,247347,-10.757,0.125,4JuJZzGcswQszYiKJSnC6i,Dark
56,0.466,0.135,121.741,0.0578,0.39,0.0,0.607,208321,-7.562,0.434,6OG1S805gIrH5nAQbEOPY3,Dark
57,0.482,0.223,91.994,0.351,0.211,0.0,0.77,385438,-9.529,0.441,7qfoq1JFKBUEIvhqOHzuqX,Dark
58,0.404,0.132,80.356,0.0285,0.446,0.0,0.409,259693,-6.517,0.288,4BoTrCdVPZHU4iBC0kcid7,Dark
59,0.78,0.118,124.953,0.102,0.0492,0.0,0.784,204347,-4.275,0.722,5VKSZDsidOFHrtlJb33Syo,Dark
60,0.764,0.115,148.021,0.0366,0.0717,0.0,0.516,224693,-6.223,0.376,1NhPKVLsHhFUHIOZ32QnS2,Dark
61,0.902,0.0558,100.012,0.0346,0.0591,0.000262,0.673,194240,-2.392,0.538,5Hroj5K7vLpIG4FNCRIjbP,Dark
62,0.822,0.0908,160.019,0.183,0.219,0.0,0.647,232720,-4.662,0.962,5b88tNINg4Q4nrRbrCXUmg,Dark
63,0.67,0.0601,119.988,0.0472,0.304,1.22e-06,0.818,235382,-4.451,0.939,6u0oHknFYrnUd42A6rvFly,Dark
64,0.899,0.0902,170.097,0.0846,0.0507,0.0,0.574,218973,-5.75,0.679,2e42fb37LVhtCOescNb1yN,Dark
65,0.595,0.0746,124.334,0.0504,0.8,0.0,0.515,244413,-6.76,0.704,0AmA8MQue1LBuYZSAdBMsj,Dark
66,0.815,0.338,189.773,0.0583,0.218,0.0,0.488,188724,-6.944,0.497,6obm5ubZCFaxTw44EonarI,Dark
67,0.189,0.0867,81.905,0.044,0.947,0.105,0.599,249760,-17.596,0.474,47rtdB1hBH6eRYi3ruUlCG,Dark
68,0.166,0.0959,133.482,0.0378,0.923,0.00282,0.453,317680,-14.365,0.176,16AOZtLZwnm993MAdkt61r,Dark
69,0.687,0.0783,83.176,0.136,0.53,0.0,0.284,191251,-6.731,0.331,1F5m0omiTYMzgsAVSFHNYO,Dark
70,0.821,0.0823,120.462,0.104,0.0785,0.0,0.376,199453,-3.974,0.331,1wYZZtamWTQAoj8B812uKQ,Dark
71,0.88,0.128,95.079,0.0504,0.205,0.0,0.626,202621,-2.384,0.534,08bNPGLD8AhKpnnERrAc6G,Dark
72,0.808,0.66,109.902,0.0541,0.0175,3.67e-06,0.756,264847,-3.655,0.638,7GQqj9jRtDkMp8zByehXQI,Dark
73,0.593,0.15,123.772,0.0949,0.287,0.0,0.707,329228,-8.581,0.478,3dP0pLbg9OfVwssDjp9aT0,Dark
74,0.675,0.181,119.898,0.0332,0.399,0.0,0.549,214762,-5.637,0.206,3SKzTIl9mW0DadTys9SFo3,Dark
75,0.868,0.151,83.469,0.0837,0.0082,0.0,0.408,228533,-4.438,0.387,4x3qqSA4cP49oZQXPLnDBe,Dark
76,0.826,0.11,139.846,0.0329,0.293,0.0,0.582,198875,-4.683,0.556,4c6D6IkTEpUmACruCkgfpx,Dark
77,0.579,0.108,99.745,0.0266,0.0933,0.00076,0.6,281283,-7.46,0.266,1XSoEETVRA7mteA8lA2ozh,Dark
78,0.706,0.0982,91.996,0.0458,0.0495,0.0,0.601,226143,-4.537,0.249,2WEAKylXBPr9PJNANBSTDG,Dark
79,0.689,0.192,135.178,0.274,0.24,0.0,0.494,238222,-11.177,0.39,7Jd3Ej1Xx5OTcRxUDV9rl0,Dark
80,0.7,0.11,205.714,0.0317,0.00296,0.369,0.252,282173,-5.645,0.36,3B1pNvHN70d44FzgKKzXib,Dark
81,0.675,0.106,100.501,0.0273,0.0381,0.0058,0.605,190448,-3.996,0.366,5ZLBq7F7pL9MxZWMbQbBSC,Dark
82,0.607,0.142,91.996,0.0301,0.00186,0.0,0.634,196754,-6.787,0.359,5PtdC0vcAAETHx2gt2qVGv,Dark
83,0.299,0.294,83.975,0.0297,0.295,0.00533,0.603,225347,-10.816,0.0395,1gzXHWAGYKbaHubERNp0Ox,Dark
84,0.0647,0.135,118.967,0.0467,0.967,7.75e-05,0.495,118834,-13.052,0.249,311q3StU6e78qyti2HhaS2,Dark
85,0.454,0.124,178.596,0.0339,0.592,0.0,0.279,229600,-4.393,0.212,359ofvoEja4de0XjzUL3D5,Dark
86,0.694,0.0719,97.005,0.0253,0.00281,0.0,0.63,195519,-6.257,0.216,04ZTP5KsCypmtCmQg5tH9R,Dark
87,0.862,0.179,127.992,0.0973,0.00117,0.0,0.616,234693,-5.18,0.569,5sAlmL7Qp9N9BJTADkwEt9,Dark
88,0.282,0.0976,155.831,0.031,0.772,1.5e-05,0.341,256347,-10.821,0.133,1BOtiZR5OTg7e4nHFlI3p4,Dark
89,0.608,0.118,119.985,0.0532,0.168,3.36e-06,0.444,216133,-12.175,0.354,4EaBMhUIOfnFEbIgqCfKbi,Dark
90,0.0722,0.114,46.168,0.0393,0.844,2.47e-05,0.169,342027,-19.226,0.113,5byUll2f3Zgnli3wJPoKRL,Dark
91,0.169,0.0907,132.925,0.0402,0.974,0.0585,0.215,257760,-17.88,0.0547,7LAJWSKK8JMIZAcblgUMS6,Dark
92,0.158,0.0879,75.268,0.0448,0.963,0.000126,0.267,169533,-17.346,0.116,6wXbF4Do590yIE8snBfzGi,Dark
93,0.415,0.0939,115.444,0.0443,0.729,0.0,0.463,160440,-14.067,0.233,3buDoGEwFbwS8ozgA5o3lA,Dark
94,0.265,0.134,79.012,0.0356,0.863,0.0,0.19,262533,-9.206,0.101,4UzVcXufOhGUwF56HT7b8M,Dark
95,0.868,0.229,131.964,0.0348,0.00889,0.108,0.51,183093,-3.283,0.639,76qQP4YzAtiGLxUMy9yMT5,Dark
96,0.545,0.143,175.211,0.032,0.0221,5.78e-05,0.324,305747,-5.131,0.217,7DdnAf2xjv1Wb53OPjd4cq,Dark
97,0.942,0.357,74.972,0.0628,0.00112,0.0405,0.448,221107,-2.397,0.644,3oYCCn5nNmL6TIZG22XAd8,Dark
98,0.948,0.105,196.578,0.147,0.0104,0.0,0.185,207587,-3.892,0.316,1Q2fYlSdwuutWj3QplhY9q,Dark
99,0.841,0.267,183.17,0.146,0.00582,0.00771,0.289,208134,-4.33,0.399,0NBAXi7pWtoiLo7oomWBKw,Dark
0,0.753,0.268,156.241,0.238,0.081,2.85e-06,0.49,217626,-5.411,0.325,5oyCruHORvRI8UEh9xVyam,Dark
1,0.712,0.236,130.144,0.0678,0.0706,0.0,0.786,180231,-5.349,0.795,6n2eIfLj0wOOUkUfNmYzlh,Dark
2,0.693,0.523,79.963,0.0264,0.0224,0.0,0.547,181868,-6.404,0.716,2NPHU2WJaI3rrtCNNuQ8L1,Dark
3,0.558,0.0924,58.748,0.286,0.0234,0.000358,0.432,212093,-6.843,0.46,3nH3Gtm9GQVfiaYDr4AXji,Dark
4,0.307,0.0792,67.513,0.0428,0.807,0.000355,0.576,189613,-12.732,0.157,2VlLbhGLVJgdOW7kKdWWFc,Dark
5,0.789,0.214,97.52,0.0427,0.00532,0.0105,0.577,222707,-4.661,0.149,4TQcARE7Fd58akNhr3N7AE,Dark
6,0.0111,0.112,83.735,0.0337,0.845,0.000881,0.195,103025,-31.641,0.3,3AAwJ043uT1wXSKDtGyuxF,Dark
7,0.288,0.0889,174.166,0.0389,0.917,1.89e-05,0.166,179840,-12.45,0.0748,3jMy7ITBiLgVwC15RBK9Hp,Dark
8,0.067,0.0802,126.68,0.0433,0.991,0.000362,0.423,247472,-18.604,0.438,1APw3y3PHlXdFkwExlORi0,Dark
9,0.706,0.426,74.972,0.115,0.0603,2.75e-06,0.673,247608,-8.4,0.516,7wOqBOryVGD3nqDUihDSwL,Dark
10,0.86,0.099,122.994,0.0745,0.135,0.0,0.644,226341,-3.966,0.477,6MyFzWJv92xEZV3xt3us2D,Dark
11,0.453,0.172,84.992,0.0439,0.461,0.069,0.69,258353,-9.312,0.348,21a1k8q3DJtsF8GorRfcL8,Dark
12,0.449,0.144,135.85,0.0314,0.732,0.0,0.338,309120,-5.766,0.247,6gHhznGj46TYIiEqjDLu2L,Dark
13,0.268,0.484,130.494,0.0409,0.826,0.0,0.491,199200,-10.347,0.342,2IfIIu4v91BXJxspBlISbv,Dark
14,0.153,0.117,168.938,0.0708,0.874,0.0,0.465,357154,-8.85,0.262,6XmOSwXQGSOFNOL82jei5L,Dark
15,0.363,0.0961,135.956,0.0328,0.897,0.0,0.533,222794,-7.626,0.198,5e6Mukej16riHefBUXzg9o,Dark
16,0.928,0.0793,95.059,0.0939,0.00123,0.0,0.644,189910,-2.966,0.571,5FgdPkPCffPktT5qnWls8Y,Dark
17,0.84,0.0534,89.904,0.0525,0.051,0.0,0.452,192261,-4.667,0.595,5Ebf2XXkYOd7zylJuXfVui,Dark
18,0.51,0.394,109.016,0.036,0.245,3.72e-05,0.641,211947,-6.669,0.315,2ztgrVjv7SfTUtk8iNKwFq,Dark
19,0.425,0.0666,145.048,0.0417,0.269,4.96e-06,0.402,278169,-6.987,0.316,5EB8VcvjvNC8YSw3fZb7eP,Dark
20,0.562,0.118,74.994,0.0874,0.0767,3.23e-06,0.611,204827,-7.849,0.318,0xx5CXMss5CFv2GPkg97aC,Dark
21,0.726,0.273,119.994,0.031,0.335,0.0,0.625,138800,-2.144,0.559,4ClnJdCaf6PLeLgStqb1e9,Dark
22,0.127,0.0736,127.577,0.0554,0.953,1.39e-06,0.489,300632,-12.14,0.175,3CqMuOh8kuc4hrHZrvuDBc,Dark
23,0.477,0.11,120.04,0.0311,0.026,4.84e-05,0.512,240775,-9.912,0.174,3BuFzaaIPQHAFqPubPzcIO,Dark
24,0.472,0.103,150.032,0.0651,0.332,0.0,0.653,257889,-9.525,0.434,5ZlShfBTtczvXB6ksyYOEE,Dark
25,0.721,0.381,116.908,0.0582,0.103,0.000354,0.758,180197,-6.291,0.728,6Jb7UPWUXDOrgdI0XnBSp5,Dark
26,0.377,0.105,78.702,0.031,0.752,0.0,0.521,232240,-7.768,0.333,2v1eE7NJy08YJ9jsMhI47v,Dark
27,0.571,0.0946,129.959,0.0327,0.25,0.0,0.626,277623,-7.461,0.164,16w8ZGVSjI4TlTLV8VimBY,Dark
28,0.854,0.124,120.274,0.463,0.0169,0.0,0.596,203418,-5.114,0.152,2iUXsYOEPhVqEBwsqP70rE,Dark
29,0.577,0.334,154.975,0.0322,0.00164,0.00446,0.357,230310,-8.05,0.147,3TnGabS1ylWPNOTa2kJBDn,Dark
30,0.629,0.0658,141.983,0.0469,0.0187,4.12e-05,0.39,231667,-4.876,0.162,0LSzBkkQZZkwV656r6etLg,Dark
31,0.552,0.147,75.235,0.196,0.479,0.127,0.697,180567,-10.271,0.278,6vsV4D8BM6PioRr1UOx0n2,Dark
32,0.656,0.347,128.003,0.0383,0.437,0.0,0.685,229986,-6.013,0.392,0IK8y0vAO0sM630HsxwLht,Dark
33,0.663,0.139,85.967,0.042,0.237,0.000194,0.606,277867,-6.175,0.201,1OBrEfDbOdV0v0L0iiOu8h,Dark
34,0.675,0.181,119.898,0.0332,0.399,0.0,0.549,214762,-5.637,0.206,3SKzTIl9mW0DadTys9SFo3,Dark
35,0.426,0.099,97.91,0.0736,0.152,5.65e-06,0.495,237773,-9.434,0.0636,7uUahoeqGNRMbpdeiLj1rS,Dark
36,0.56,0.0948,75.003,0.179,0.185,0.0,0.704,207109,-6.791,0.609,3WefHNGtjexZvi66ZEx9u4,Dark
37,0.44,0.163,133.013,0.166,0.364,0.0,0.719,196341,-6.266,0.505,1jfBIylYmLMklQOpbWT5s0,Dark
38,0.429,0.122,146.054,0.033,0.103,2.59e-06,0.338,166315,-8.517,0.167,4osqCEZCWttWdR9nFZ9c82,Dark
39,0.787,0.431,139.958,0.0308,0.000541,0.0,0.676,198857,-7.453,0.499,6TqoydI7ZJdRkwBgPYy7eb,Dark
40,0.928,0.315,119.961,0.0977,0.0887,0.0,0.583,216646,-4.981,0.327,32TXoSo4OE7db1yb8V11sp,Dark
41,0.558,0.676,73.552,0.337,0.459,2.81e-06,0.323,270511,-5.292,0.199,5lJH3o6AFW9Aig1CdRdAF1,Dark
42,0.891,0.107,113.995,0.277,0.101,0.0,0.369,191579,-3.823,0.405,1WIE72Hc7vZPxGtZc2SvxZ,Dark
43,0.866,0.117,91.896,0.0659,0.183,0.0,0.585,204504,-3.744,0.533,04HywTwgGtbATUROKD5Ata,Dark
44,0.738,0.113,129.04,0.0406,0.0018,0.00696,0.716,191180,-6.347,0.349,36pwoWh6xqOShF8X6AZmzQ,Dark
45,0.592,0.0611,137.073,0.0551,0.127,9.46e-05,0.867,184380,-5.105,0.908,1d4KILXseHFJws0vA8fv2U,Dark
46,0.377,0.123,137.998,0.0941,0.631,0.0,0.779,229813,-8.139,0.473,2I53CcJAgw6NMOSzz1yl6G,Dark
47,0.683,0.122,160.024,0.184,0.658,0.0,0.422,232176,-5.467,0.608,2KdYwQDq2yZnDyHjmoGCZj,Dark
48,0.773,0.179,94.997,0.0792,0.0598,0.0,0.722,179147,-4.378,0.724,6h3lMAmmpQDFqoHk9F99IR,Dark
49,0.867,0.102,129.958,0.0583,0.299,0.0,0.699,180923,-3.682,0.434,4c9sh9GPA7YOEOSTQaqbx9,Dark
50,0.946,0.0825,139.943,0.261,0.094,6.63e-05,0.716,200571,-3.412,0.587,6KigD0mlF4VGDYiSEzAyYw,Dark
51,0.538,0.0713,128.689,0.0372,0.0207,0.0,0.56,242169,-6.314,0.3,44bMFbdWch2Xrn9UvtAm32,Dark
52,0.769,0.108,170.036,0.0872,0.0183,0.0,0.566,191100,-4.342,0.385,5sbooPcNgIE22DwO0VNGUJ,Dark
53,0.356,0.112,77.494,0.0666,0.24,0.0,0.707,188903,-8.055,0.289,15ovdsgjewStR3iv6PJKeP,Dark
54,0.849,0.109,144.949,0.0491,0.296,0.0672,0.54,180414,-2.918,0.296,070RcZwxEikUhjIK4xs0FF,Dark
55,0.362,0.108,144.959,0.17,0.294,0.000227,0.837,165155,-10.896,0.294,6fSFLIgti1xISBDF50zZEY,Dark
56,0.442,0.254,129.232,0.506,0.323,0.0,0.607,166298,-8.0,0.424,2Gx0BeFccz151BzK5t8ncG,Dark
57,0.944,0.133,165.031,0.059,0.0188,0.76,0.562,261871,-3.887,0.293,5jH7jNvPvftFzK7Om95wWf,Dark
58,0.643,0.101,130.081,0.0485,0.214,3.22e-06,0.51,270453,-6.602,0.0397,5DHQKZCOZhGNTbYBCekWx0,Dark
59,0.649,0.12,112.482,0.0385,0.655,2.82e-06,0.416,188851,-5.271,0.474,2W0AJEbIC2vdZTV2nVSAsg,Dark
60,0.718,0.147,80.031,0.0459,0.243,0.0,0.587,216706,-5.293,0.678,2wacARzd32BJTMdltdUSKc,Dark
61,0.0519,0.097,76.034,0.0365,0.562,0.0,0.633,300747,-21.107,0.204,1fu5IQSRgPxJL2OTP7FVLW,Dark
62,0.463,0.187,83.931,0.0402,0.0186,0.0,0.617,160444,-7.978,0.24,53b4d9jHQZq89EtQxwUURr,Dark
63,0.556,0.166,100.045,0.0338,0.0197,0.000468,0.565,158400,-7.763,0.159,4YIP6Fo4UXUimnsdYKLqXy,Dark
64,0.353,0.309,74.993,0.0715,0.807,0.000603,0.676,236119,-7.923,0.414,6aF0hjxznYqUNbwErQttdn,Dark
65,0.414,0.0584,149.949,0.204,0.552,2.05e-05,0.6,289600,-10.179,0.364,5wE12WDUvty3rLhI19CZNF,Dark
66,0.74,0.106,182.105,0.274,0.14,0.0,0.655,202221,-4.081,0.543,0EGuSSpuu9wmHCtvb4PdLO,Dark
67,0.839,0.268,148.401,0.238,0.0595,2.59e-06,0.592,312200,-7.197,0.569,575RK5IvYKYgT8rTgDVrZm,Dark
68,0.312,0.241,96.102,0.0546,0.889,0.0,0.464,132453,-7.121,0.483,0fwTTluhLNsJOY72Hr3JXw,Dark
69,0.368,0.0882,66.996,0.0291,0.598,0.0,0.517,206493,-5.72,0.368,2czTwBUyZHzWXS06IzED4N,Dark
70,0.642,0.0335,120.063,0.0506,0.103,0.0,0.745,186520,-4.138,0.35,4fkM7M4Uo5AUASnnsRC7EZ,Dark
71,0.754,0.104,132.964,0.0329,0.0248,0.00019,0.573,231587,-4.788,0.241,6AvslIXIi9iaGvukefyVVK,Dark
72,0.429,0.106,164.089,0.0488,0.42,0.0,0.577,182195,-6.129,0.361,1xdzPs8nOWHtcCBZNTMAi2,Dark
73,0.345,0.131,124.013,0.0294,0.782,0.0,0.585,241307,-8.257,0.176,4lhB7w6C5o1Oxqvl0nLxYD,Dark
74,0.556,0.184,157.883,0.0329,0.186,1.89e-06,0.315,251235,-4.679,0.291,2TwPS8vPh7ffcLhee3ocjA,Dark
75,0.942,0.372,90.974,0.266,0.0516,4.95e-06,0.561,260065,-3.384,0.55,66WHHa2c6evCPVBvlblI2D,Dark
76,0.277,0.0966,89.32,0.0323,0.698,0.0,0.389,247347,-10.757,0.125,4JuJZzGcswQszYiKJSnC6i,Dark
77,0.622,0.114,141.205,0.0557,0.00197,0.000467,0.504,211213,-5.649,0.108,67ejyJ02NkUc7eZzab3imz,Dark
78,0.362,0.13,70.751,0.0829,0.69,0.156,0.447,121600,-6.34,0.414,2C3v5PvRkyYZcGAH8Sao7E,Dark
79,0.621,0.208,104.002,0.0311,0.00105,9.51e-05,0.59,221721,-8.987,0.53,6PUJGZFdU710GXZKBjkybw,Dark
80,0.178,0.0985,149.879,0.0541,0.614,0.14,0.532,181467,-9.754,0.103,6MiVIH3fQlmz44jGx2DXn4,Dark
81,0.396,0.315,99.112,0.189,0.702,0.405,0.391,131272,-8.621,0.199,7MiZjKawmXTsTNePyTfPyL,Dark
82,0.425,0.346,74.999,0.0529,0.418,0.0747,0.655,196400,-5.683,0.0725,7t5MhyF0qJ7wZWwqPDznvx,Dark
83,0.449,0.0681,95.04,0.0277,0.653,0.0,0.586,191533,-7.729,0.19,4mz7WAJCJz7QbXsFA2WoXK,Dark
84,0.646,0.126,97.864,0.13,0.276,0.0,0.64,189185,-6.161,0.37,1BdjQ2Xd8y4FoHXLP52AhC,Dark
85,0.344,0.173,104.743,0.0274,0.693,2.38e-06,0.485,207773,-7.079,0.159,2ENsdUaclrm1CVWTeJqKvG,Dark
86,0.691,0.62,124.981,0.0516,0.215,0.0,0.778,171476,-7.229,0.774,3mVdViZTsfFBF8vWxhNnAX,Dark
87,0.724,0.183,171.971,0.044,0.387,6.75e-06,0.615,178605,-4.547,0.377,59nb3KTZVNnlhqijf4d0Gs,Dark
88,0.619,0.101,169.865,0.151,0.126,0.0,0.667,198907,-4.933,0.427,6RjW45KHJ6kgI2xQ1aFa52,Dark
89,0.698,0.262,143.983,0.0555,0.189,0.0,0.75,206187,-4.943,0.602,11z8f8BH1WdIlFI9TNQ9mc,Dark
90,0.656,0.353,130.089,0.0435,0.0737,0.0,0.682,183027,-4.67,0.607,0uUNN1nSoUx1A4fkDCWDQ7,Dark
91,0.51,0.0755,111.893,0.275,0.228,0.0,0.477,194204,-8.94,0.477,2jRISGsO4RTm9CQVb1Jusn,Dark
92,0.714,0.179,147.997,0.121,0.312,0.0,0.662,212120,-5.68,0.464,52okn5MNA47tk87PeZJLEL,Dark
93,0.493,0.0829,121.904,0.0383,0.399,0.0,0.58,187653,-3.53,0.256,3XhlY1x0LcIyHpZJB1g6WS,Dark
94,0.62,0.105,184.047,0.0322,0.0165,0.0,0.439,193347,-4.386,0.453,0vQzBcu9L8wrYv85aEhHsr,Dark
95,0.526,0.0675,85.024,0.0251,0.0724,0.0,0.512,226330,-5.44,0.249,05CrK6Q5VGtfPDtyQFJ4Kf,Dark
96,0.785,0.168,87.872,0.294,0.245,0.0,0.493,183827,-4.092,0.264,0djL9IcG5ppLXOwJ5e14oP,Dark
97,0.804,0.112,76.494,0.225,0.0202,2.87e-05,0.561,194510,-4.682,0.401,5wKdF1lpNY75uA1uTQof55,Dark
98,0.484,0.123,150.029,0.146,0.374,0.0,0.728,164800,-7.098,0.692,3zOgfB6xNtU0vaV38kthWk,Dark
99,0.611,0.0812,100.0,0.0409,0.217,0.0,0.704,189467,-6.112,0.22,2FY7b99s15jUprqC0M5NCT,Dark
0,0.786,0.208,172.085,0.0708,0.00753,0.0,0.496,207907,-6.037,0.155,4j0l86d96e5OUXaeMzIAzq,Aggressive
1,0.927,0.357,94.961,0.237,0.0305,0.0,0.805,238173,-2.339,0.746,5NqQXBoJUEBVJUV57wiqim,Aggressive
2,0.783,0.216,87.154,0.138,0.00353,0.0,0.603,180333,-6.891,0.182,422lAAWQO9TqL1LxIPdhOn,Aggressive
3,0.847,0.0816,171.447,0.186,0.0622,0.0,0.548,297787,-3.237,0.1,4xkOaSrkexMciUUogZKVTS,Aggressive
4,0.737,0.34,90.521,0.185,0.133,0.0,0.637,223190,-2.875,0.101,4WVPpEGS7FX6TVkV0pHskN,Aggressive
5,0.943,0.246,81.58,0.349,0.394,0.0,0.661,162717,-2.155,0.833,1CmVAFQMwKfIOht1KYSNQR,Aggressive
6,0.888,0.0814,133.91,0.307,0.116,0.0,0.662,264229,-3.087,0.264,4iHfb6fKkrPsUqZtnZ1wTc,Aggressive
7,0.777,0.227,96.986,0.094,0.00323,0.0,0.642,214400,-4.809,0.413,3zmduBNsQ6BPDTZAkXzG5K,Aggressive
8,0.835,0.0795,84.858,0.0911,0.0583,2.87e-06,0.688,230493,-4.162,0.88,6ndmKwWqMozN2tcZqzCX4K,Aggressive
9,0.881,0.267,74.965,0.171,0.549,0.0,0.633,176488,-3.526,0.571,7qK3sX9MNReAgUQ6jdTAWC,Aggressive
10,0.946,0.0825,139.943,0.261,0.094,6.63e-05,0.716,200571,-3.412,0.587,6KigD0mlF4VGDYiSEzAyYw,Aggressive
11,0.714,0.08,88.449,0.0609,0.0381,0.0,0.595,325333,-5.705,0.141,0Cw5iiA8OHWIhuIIA8u8N5,Aggressive
12,0.765,0.39,84.94,0.291,0.169,0.0,0.698,216000,-4.562,0.589,6xbZaeFj8BPE3HGXF7VVjX,Aggressive
13,0.836,0.103,165.902,0.32,0.226,0.0,0.709,189416,-5.55,0.706,5aZceoAnPoEdxwFaim3jqf,Aggressive
14,0.932,0.425,112.49,0.0485,0.00154,0.000142,0.554,242280,-3.424,0.478,1vcxF91pWs9uNwDROuiCPB,Aggressive
15,0.94,0.0759,134.876,0.0528,0.00369,0.0,0.387,238573,-4.16,0.444,5sG3G54H21hNfd5etlheoe,Aggressive
